date,symbol,marketcapname,sector
03-07-2025 3:00 pm,ZYDUSLIFE,Largecap,Pharmaceuticals
03-07-2025 3:00 pm,NTPC,Largecap,Miscellaneous
03-07-2025 3:00 pm,TORNTPOWER,Largecap,Miscellaneous
03-07-2025 3:00 pm,KALYANKJIL,Largecap,Miscellaneous
03-07-2025 3:00 pm,POLICYBZR,Largecap,I.T
03-07-2025 3:15 pm,CHAMBLFERT,Largecap,Industrials
03-07-2025 3:15 pm,LUPIN,Largecap,Pharmaceuticals
03-07-2025 3:15 pm,INDHOTEL,Largecap,Services
03-07-2025 3:15 pm,SUPREMEIND,Largecap,FMCG
03-07-2025 3:15 pm,POONAWALLA,Largecap,Finance
03-07-2025 3:15 pm,BSE,Largecap,Financial Services
03-07-2025 3:15 pm,AUROPHARMA,Largecap,Pharmaceuticals
03-07-2025 3:15 pm,IEX,Midcap,Financial Services
03-07-2025 3:15 pm,MARICO,Largecap,FMCG
03-07-2025 3:15 pm,IRCTC,Largecap,Miscellaneous
03-07-2025 3:15 pm,TECHM,Largecap,I.T
03-07-2025 3:15 pm,PAGEIND,Largecap,FMCG
03-07-2025 3:15 pm,LODHA,Largecap,Realty
03-07-2025 3:15 pm,SYNGENE,Largecap,Pharmaceuticals
03-07-2025 3:15 pm,INDIGO,Largecap,Services
04-07-2025 9:15 am,BAJFINANCE,Largecap,Finance
04-07-2025 9:15 am,BEL,Largecap,Aerospace & Defence
04-07-2025 9:15 am,BLUESTARCO,Largecap,FMCG
04-07-2025 9:15 am,CGPOWER,Largecap,FMCG
04-07-2025 9:15 am,BHEL,Largecap,FMCG
04-07-2025 9:15 am,HFCL,Midcap,Telecom
04-07-2025 9:15 am,BPCL,Largecap,Industrials
04-07-2025 9:15 am,UPL,Largecap,Industrials
04-07-2025 9:15 am,PPLPHARMA,Largecap,Pharmaceuticals
04-07-2025 9:15 am,MANKIND,Largecap,Pharmaceuticals
04-07-2025 9:15 am,POONAWALLA,Largecap,Finance
04-07-2025 9:15 am,HUDCO,Largecap,Finance
04-07-2025 9:15 am,DIXON,Largecap,FMCG
04-07-2025 9:15 am,IREDA,Largecap,Finance
04-07-2025 9:15 am,TATATECH,Largecap,I.T
04-07-2025 9:15 am,IEX,Midcap,Financial Services
04-07-2025 9:15 am,AMBER,Largecap,FMCG
04-07-2025 9:15 am,BDL,Largecap,Aerospace & Defence
04-07-2025 9:15 am,HAL,Largecap,Aerospace & Defence
04-07-2025 9:15 am,HDFCAMC,Largecap,Finance
04-07-2025 9:15 am,RVNL,Largecap,Realty
04-07-2025 9:15 am,MARICO,Largecap,FMCG
04-07-2025 9:15 am,MAZDOCK,Largecap,Aerospace & Defence
04-07-2025 9:15 am,GLENMARK,Largecap,Pharmaceuticals
04-07-2025 9:15 am,UNIONBANK,Largecap,Bank
04-07-2025 9:15 am,GMRAIRPORT,Largecap,Miscellaneous
04-07-2025 9:15 am,TITAGARH,Midcap,FMCG
04-07-2025 9:15 am,BAJAJFINSV,Largecap,Finance
04-07-2025 9:15 am,SJVN,Largecap,Miscellaneous
04-07-2025 9:15 am,DALBHARAT,Largecap,Industrials
04-07-2025 9:15 am,LTF,Largecap,Finance
04-07-2025 9:15 am,IRFC,Largecap,Finance
04-07-2025 9:15 am,KALYANKJIL,Largecap,Miscellaneous
04-07-2025 9:15 am,INOXWIND,Largecap,FMCG
04-07-2025 9:15 am,MGL,Midcap,Industrials
04-07-2025 9:30 am,BAJFINANCE,Largecap,Finance
04-07-2025 9:30 am,BALKRISIND,Largecap,Auto
04-07-2025 9:30 am,DIXON,Largecap,FMCG
04-07-2025 9:30 am,ABCAPITAL,Largecap,Finance
04-07-2025 9:30 am,TATATECH,Largecap,I.T
04-07-2025 9:30 am,HAL,Largecap,Aerospace & Defence
04-07-2025 9:30 am,MAZDOCK,Largecap,Aerospace & Defence
04-07-2025 9:30 am,BAJAJFINSV,Largecap,Finance
04-07-2025 9:30 am,INOXWIND,Largecap,FMCG
04-07-2025 9:30 am,MGL,Midcap,Industrials
04-07-2025 9:45 am,POONAWALLA,Largecap,Finance
04-07-2025 9:45 am,GRANULES,Midcap,Pharmaceuticals
04-07-2025 9:45 am,IGL,Largecap,Industrials
04-07-2025 9:45 am,PAGEIND,Largecap,FMCG
04-07-2025 9:45 am,GODREJPROP,Largecap,Realty
04-07-2025 9:45 am,LTF,Largecap,Finance
04-07-2025 9:45 am,MGL,Midcap,Industrials
04-07-2025 10:00 am,BALKRISIND,Largecap,Auto
04-07-2025 10:00 am,ATGL,Largecap,Industrials
04-07-2025 10:00 am,GLENMARK,Largecap,Pharmaceuticals
04-07-2025 10:00 am,MGL,Midcap,Industrials
04-07-2025 10:15 am,TITAN,Largecap,Miscellaneous
04-07-2025 10:15 am,TATACHEM,Largecap,Industrials
04-07-2025 10:15 am,MANKIND,Largecap,Pharmaceuticals
04-07-2025 10:15 am,POONAWALLA,Largecap,Finance
04-07-2025 10:15 am,ABFRL,Midcap,FMCG
04-07-2025 10:30 am,AMBUJACEM,Largecap,Industrials
04-07-2025 10:30 am,POONAWALLA,Largecap,Finance
04-07-2025 10:30 am,AUROPHARMA,Largecap,Pharmaceuticals
04-07-2025 10:30 am,ATGL,Largecap,Industrials
04-07-2025 10:30 am,GAIL,Largecap,Industrials
04-07-2025 10:30 am,IGL,Largecap,Industrials
04-07-2025 10:30 am,INDUSTOWER,Largecap,Telecom
04-07-2025 10:30 am,MGL,Midcap,Industrials
04-07-2025 10:45 am,AMBUJACEM,Largecap,Industrials
04-07-2025 10:45 am,MANKIND,Largecap,Pharmaceuticals
04-07-2025 10:45 am,MGL,Midcap,Industrials
04-07-2025 11:00 am,ACC,Largecap,Industrials
04-07-2025 11:00 am,INOXWIND,Largecap,FMCG
04-07-2025 11:15 am,BPCL,Largecap,Industrials
04-07-2025 11:15 am,MANKIND,Largecap,Pharmaceuticals
04-07-2025 11:30 am,HINDPETRO,Largecap,Industrials
04-07-2025 11:30 am,BPCL,Largecap,Industrials
04-07-2025 11:30 am,MANKIND,Largecap,Pharmaceuticals
04-07-2025 11:30 am,IOC,Largecap,Industrials
04-07-2025 12:00 pm,MANAPPURAM,Largecap,Finance
04-07-2025 12:00 pm,IGL,Largecap,Industrials
04-07-2025 12:15 pm,IGL,Largecap,Industrials
04-07-2025 12:30 pm,MANAPPURAM,Largecap,Finance
04-07-2025 12:30 pm,IGL,Largecap,Industrials
04-07-2025 12:30 pm,IIFL,Largecap,Finance
04-07-2025 1:00 pm,IIFL,Largecap,Finance
04-07-2025 1:30 pm,BRITANNIA,Largecap,FMCG
04-07-2025 1:30 pm,GODREJCP,Largecap,FMCG
04-07-2025 1:30 pm,JSL,Largecap,Metals
04-07-2025 1:30 pm,APLAPOLLO,Largecap,Metals
04-07-2025 2:00 pm,TATACONSUM,Largecap,FMCG
04-07-2025 2:00 pm,BIOCON,Largecap,Pharmaceuticals
04-07-2025 2:30 pm,SBIN,Largecap,Bank
04-07-2025 2:30 pm,KOTAKBANK,Largecap,Bank
04-07-2025 2:30 pm,TATACONSUM,Largecap,FMCG
04-07-2025 2:30 pm,HDFCAMC,Largecap,Finance
04-07-2025 2:30 pm,IOC,Largecap,Industrials
04-07-2025 2:30 pm,BHARTIARTL,Largecap,Telecom
04-07-2025 2:30 pm,PETRONET,Largecap,Industrials
04-07-2025 2:30 pm,NTPC,Largecap,Miscellaneous
04-07-2025 2:45 pm,HINDZINC,Largecap,Metals
04-07-2025 2:45 pm,IOC,Largecap,Industrials
04-07-2025 2:45 pm,GODREJCP,Largecap,FMCG
04-07-2025 2:45 pm,ULTRACEMCO,Largecap,Industrials
04-07-2025 2:45 pm,GMRAIRPORT,Largecap,Miscellaneous
04-07-2025 2:45 pm,KALYANKJIL,Largecap,Miscellaneous
04-07-2025 2:45 pm,NYKAA,Largecap,I.T
04-07-2025 3:00 pm,HINDPETRO,Largecap,Industrials
04-07-2025 3:00 pm,INFY,Largecap,I.T
04-07-2025 3:00 pm,GRASIM,Largecap,Miscellaneous
04-07-2025 3:00 pm,PATANJALI,Largecap,FMCG
04-07-2025 3:00 pm,NESTLEIND,Largecap,FMCG
04-07-2025 3:00 pm,BRITANNIA,Largecap,FMCG
04-07-2025 3:00 pm,SUPREMEIND,Largecap,FMCG
04-07-2025 3:00 pm,PIIND,Largecap,Industrials
04-07-2025 3:00 pm,SBICARD,Largecap,Finance
04-07-2025 3:00 pm,GODREJCP,Largecap,FMCG
04-07-2025 3:00 pm,PETRONET,Largecap,Industrials
04-07-2025 3:00 pm,UNOMINDA,Largecap,Auto
04-07-2025 3:00 pm,NTPC,Largecap,Miscellaneous
04-07-2025 3:00 pm,OBEROIRLTY,Largecap,Realty
04-07-2025 3:00 pm,PRESTIGE,Largecap,Realty
04-07-2025 3:00 pm,COALINDIA,Largecap,Industrials
04-07-2025 3:00 pm,APLAPOLLO,Largecap,Metals
04-07-2025 3:00 pm,KALYANKJIL,Largecap,Miscellaneous
04-07-2025 3:15 pm,EXIDEIND,Largecap,Auto
04-07-2025 3:15 pm,HDFCBANK,Largecap,Bank
04-07-2025 3:15 pm,LUPIN,Largecap,Pharmaceuticals
04-07-2025 3:15 pm,RELIANCE,Largecap,Industrials
04-07-2025 3:15 pm,PIDILITIND,Largecap,Industrials
04-07-2025 3:15 pm,TATAPOWER,Largecap,Miscellaneous
04-07-2025 3:15 pm,HINDUNILVR,Largecap,FMCG
04-07-2025 3:15 pm,SUPREMEIND,Largecap,FMCG
04-07-2025 3:15 pm,KEI,Largecap,Industrials
04-07-2025 3:15 pm,IRCTC,Largecap,Miscellaneous
04-07-2025 3:15 pm,GLENMARK,Largecap,Pharmaceuticals
04-07-2025 3:15 pm,GODREJCP,Largecap,FMCG
04-07-2025 3:15 pm,ASTRAL,Largecap,FMCG
04-07-2025 3:15 pm,SJVN,Largecap,Miscellaneous
04-07-2025 3:15 pm,PRESTIGE,Largecap,Realty
04-07-2025 3:15 pm,COALINDIA,Largecap,Industrials
04-07-2025 3:15 pm,KALYANKJIL,Largecap,Miscellaneous
04-07-2025 3:15 pm,LODHA,Largecap,Realty
04-07-2025 3:15 pm,INDIGO,Largecap,Services
07-07-2025 9:15 am,DABUR,Largecap,FMCG
07-07-2025 9:15 am,HINDPETRO,Largecap,Industrials
07-07-2025 9:15 am,PEL,Largecap,Finance
07-07-2025 9:15 am,HINDUNILVR,Largecap,FMCG
07-07-2025 9:15 am,COLPAL,Largecap,FMCG
07-07-2025 9:15 am,UPL,Largecap,Industrials
07-07-2025 9:15 am,KAYNES,Largecap,FMCG
07-07-2025 9:15 am,DIXON,Largecap,FMCG
07-07-2025 9:15 am,IREDA,Largecap,Finance
07-07-2025 9:15 am,AMBER,Largecap,FMCG
07-07-2025 9:15 am,IOC,Largecap,Industrials
07-07-2025 9:15 am,RVNL,Largecap,Realty
07-07-2025 9:15 am,INDUSINDBK,Largecap,Bank
07-07-2025 9:15 am,GODREJCP,Largecap,FMCG
07-07-2025 9:15 am,PNB,Largecap,Bank
07-07-2025 9:15 am,IIFL,Largecap,Finance
07-07-2025 9:15 am,GMRAIRPORT,Largecap,Miscellaneous
07-07-2025 9:15 am,IRFC,Largecap,Finance
07-07-2025 9:15 am,LODHA,Largecap,Realty
07-07-2025 9:15 am,NYKAA,Largecap,I.T
07-07-2025 9:15 am,LTIM,Largecap,I.T
07-07-2025 9:30 am,DABUR,Largecap,FMCG
07-07-2025 9:30 am,CANBK,Largecap,Bank
07-07-2025 9:30 am,NTPC,Largecap,Miscellaneous
07-07-2025 9:45 am,MANAPPURAM,Largecap,Finance
07-07-2025 10:00 am,DABUR,Largecap,FMCG
07-07-2025 10:00 am,ICICIGI,Largecap,Services
07-07-2025 10:00 am,PETRONET,Largecap,Industrials
07-07-2025 10:15 am,MOTHERSON,Largecap,Auto
07-07-2025 10:15 am,PNB,Largecap,Bank
07-07-2025 10:15 am,CANBK,Largecap,Bank
07-07-2025 10:15 am,PETRONET,Largecap,Industrials
07-07-2025 10:45 am,CESC,Largecap,Miscellaneous
07-07-2025 11:00 am,LTF,Largecap,Finance
07-07-2025 11:15 am,APOLLOHOSP,Largecap,Pharmaceuticals
07-07-2025 11:15 am,AUBANK,Largecap,Bank
07-07-2025 11:30 am,TITAGARH,Midcap,FMCG
07-07-2025 11:45 am,CGPOWER,Largecap,FMCG
07-07-2025 11:45 am,MOTHERSON,Largecap,Auto
07-07-2025 12:15 pm,PHOENIXLTD,Largecap,Realty
07-07-2025 12:30 pm,TATACONSUM,Largecap,FMCG
07-07-2025 12:30 pm,GODREJPROP,Largecap,Realty
07-07-2025 12:30 pm,ICICIPRULI,Largecap,Services
07-07-2025 1:00 pm,AUBANK,Largecap,Bank
07-07-2025 1:15 pm,APOLLOHOSP,Largecap,Pharmaceuticals
07-07-2025 1:30 pm,AXISBANK,Largecap,Bank
07-07-2025 2:00 pm,CUMMINSIND,Largecap,FMCG
07-07-2025 2:00 pm,VOLTAS,Largecap,FMCG
07-07-2025 2:15 pm,CIPLA,Largecap,Pharmaceuticals
07-07-2025 2:15 pm,INFY,Largecap,I.T
07-07-2025 2:15 pm,DELHIVERY,Largecap,Services
07-07-2025 2:15 pm,MPHASIS,Largecap,I.T
07-07-2025 2:15 pm,MAXHEALTH,Largecap,Pharmaceuticals
07-07-2025 2:15 pm,PRESTIGE,Largecap,Realty
07-07-2025 2:30 pm,NTPC,Largecap,Miscellaneous
07-07-2025 2:45 pm,TITAN,Largecap,Miscellaneous
07-07-2025 2:45 pm,PEL,Largecap,Finance
07-07-2025 2:45 pm,CUMMINSIND,Largecap,FMCG
07-07-2025 2:45 pm,360ONE,Largecap,Finance
07-07-2025 2:45 pm,PAGEIND,Largecap,FMCG
07-07-2025 2:45 pm,APLAPOLLO,Largecap,Metals
07-07-2025 2:45 pm,SYNGENE,Largecap,Pharmaceuticals
07-07-2025 2:45 pm,RBLBANK,Midcap,Bank
07-07-2025 3:00 pm,ABB,Largecap,FMCG
07-07-2025 3:00 pm,BAJFINANCE,Largecap,Finance
07-07-2025 3:00 pm,CHAMBLFERT,Largecap,Industrials
07-07-2025 3:00 pm,CIPLA,Largecap,Pharmaceuticals
07-07-2025 3:00 pm,HINDPETRO,Largecap,Industrials
07-07-2025 3:00 pm,JSWSTEEL,Largecap,Metals
07-07-2025 3:00 pm,KOTAKBANK,Largecap,Bank
07-07-2025 3:00 pm,LICHSGFIN,Largecap,Finance
07-07-2025 3:00 pm,LUPIN,Largecap,Pharmaceuticals
07-07-2025 3:00 pm,PEL,Largecap,Finance
07-07-2025 3:00 pm,RELIANCE,Largecap,Industrials
07-07-2025 3:00 pm,PIDILITIND,Largecap,Industrials
07-07-2025 3:00 pm,SHREECEM,Largecap,Industrials
07-07-2025 3:00 pm,HINDALCO,Largecap,Metals
07-07-2025 3:00 pm,ASHOKLEY,Largecap,Auto
07-07-2025 3:00 pm,SUPREMEIND,Largecap,FMCG
07-07-2025 3:00 pm,SHRIRAMFIN,Largecap,Finance
07-07-2025 3:00 pm,UPL,Largecap,Industrials
07-07-2025 3:00 pm,PPLPHARMA,Largecap,Pharmaceuticals
07-07-2025 3:00 pm,KFINTECH,Largecap,Financial Services
07-07-2025 3:00 pm,POONAWALLA,Largecap,Finance
07-07-2025 3:00 pm,SUNPHARMA,Largecap,Pharmaceuticals
07-07-2025 3:00 pm,NMDC,Largecap,Industrials
07-07-2025 3:00 pm,SBILIFE,Largecap,Services
07-07-2025 3:00 pm,IEX,Midcap,Financial Services
07-07-2025 3:00 pm,IOC,Largecap,Industrials
07-07-2025 3:00 pm,CYIENT,Midcap,I.T
07-07-2025 3:00 pm,NATIONALUM,Largecap,Metals
07-07-2025 3:00 pm,ZYDUSLIFE,Largecap,Pharmaceuticals
07-07-2025 3:00 pm,TVSMOTOR,Largecap,Auto
07-07-2025 3:00 pm,UNITDSPR,Largecap,FMCG
07-07-2025 3:00 pm,MARUTI,Largecap,Auto
07-07-2025 3:00 pm,JSL,Largecap,Metals
07-07-2025 3:00 pm,IGL,Largecap,Industrials
07-07-2025 3:00 pm,TORNTPOWER,Largecap,Miscellaneous
07-07-2025 3:00 pm,PAGEIND,Largecap,FMCG
07-07-2025 3:00 pm,POWERGRID,Largecap,Miscellaneous
07-07-2025 3:00 pm,BAJAJ-AUTO,Largecap,Auto
07-07-2025 3:00 pm,PRESTIGE,Largecap,Realty
07-07-2025 3:00 pm,APLAPOLLO,Largecap,Metals
07-07-2025 3:00 pm,SONACOMS,Largecap,Auto
07-07-2025 3:00 pm,POLICYBZR,Largecap,I.T
07-07-2025 3:15 pm,ABB,Largecap,FMCG
07-07-2025 3:15 pm,BHEL,Largecap,FMCG
07-07-2025 3:15 pm,HINDPETRO,Largecap,Industrials
07-07-2025 3:15 pm,SAIL,Largecap,Metals
07-07-2025 3:15 pm,JSWSTEEL,Largecap,Metals
07-07-2025 3:15 pm,KOTAKBANK,Largecap,Bank
07-07-2025 3:15 pm,SHREECEM,Largecap,Industrials
07-07-2025 3:15 pm,HINDALCO,Largecap,Metals
07-07-2025 3:15 pm,TATASTEEL,Largecap,Metals
07-07-2025 3:15 pm,ASHOKLEY,Largecap,Auto
07-07-2025 3:15 pm,BOSCHLTD,Largecap,Auto
07-07-2025 3:15 pm,SIEMENS,Largecap,FMCG
07-07-2025 3:15 pm,TATACONSUM,Largecap,FMCG
07-07-2025 3:15 pm,ASIANPAINT,Largecap,Industrials
07-07-2025 3:15 pm,BRITANNIA,Largecap,FMCG
07-07-2025 3:15 pm,WIPRO,Largecap,I.T
07-07-2025 3:15 pm,ADANIENT,Largecap,Services
07-07-2025 3:15 pm,MANKIND,Largecap,Pharmaceuticals
07-07-2025 3:15 pm,PIIND,Largecap,Industrials
07-07-2025 3:15 pm,DMART,Largecap,FMCG
07-07-2025 3:15 pm,SUNPHARMA,Largecap,Pharmaceuticals
07-07-2025 3:15 pm,SBILIFE,Largecap,Services
07-07-2025 3:15 pm,IOC,Largecap,Industrials
07-07-2025 3:15 pm,POLYCAB,Largecap,Industrials
07-07-2025 3:15 pm,KPITTECH,Largecap,I.T
07-07-2025 3:15 pm,CYIENT,Midcap,I.T
07-07-2025 3:15 pm,IGL,Largecap,Industrials
07-07-2025 3:15 pm,NTPC,Largecap,Miscellaneous
07-07-2025 3:15 pm,PFC,Largecap,Finance
07-07-2025 3:15 pm,PAGEIND,Largecap,FMCG
07-07-2025 3:15 pm,SYNGENE,Largecap,Pharmaceuticals